catalog_id,provider,program,mtss_tier,grade_band,grade_level,sequence_type,pathway_or_unit,unit_or_focus_area,lesson_or_item_number,item_title,item_type,recommended_role,default_duration_minutes,casel_competencies,pulse_skill_tags,behavior_support_function,licensed_content_key,implementation_status,source_url,notes
SS-CAT-0176,Committee for Children / Second Step,Second Step Middle School Digital,Tier 1 Universal,6-8,Grade 8,Lesson,Unit 1: Mindsets & Goals,Unit 1: Mindsets & Goals,4,Motivation Factors 2,Core Lesson,Classroom Teacher / Advisory Teacher,30,"Self-Awareness, Self-Management, Responsible Decision-Making",SEL; behavior; school climate; Mindsets & Goals,Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
SS-CAT-0177,Committee for Children / Second Step,Second Step Middle School Digital,Tier 1 Universal,6-8,Grade 8,Lesson,Unit 1: Mindsets & Goals,Unit 1: Mindsets & Goals,5,Strategies for Motivation,Core Lesson,Classroom Teacher / Advisory Teacher,30,"Self-Awareness, Self-Management, Responsible Decision-Making",SEL; behavior; school climate; Mindsets & Goals,Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
SS-CAT-0178,Committee for Children / Second Step,Second Step Middle School Digital,Tier 1 Universal,6-8,Grade 8,Lesson,Unit 1: Mindsets & Goals,Unit 1: Mindsets & Goals,6,Increasing Your Motivation,Core Lesson,Classroom Teacher / Advisory Teacher,30,"Self-Awareness, Self-Management, Responsible Decision-Making",SEL; behavior; school climate; Mindsets & Goals,Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
SS-CAT-0179,Committee for Children / Second Step,Second Step Middle School Digital,Tier 1 Universal,6-8,Grade 8,Lesson,Unit 1: Mindsets & Goals,Unit 1: Mindsets & Goals,7,Your Motivation Plan,Performance Task,Classroom Teacher / Advisory Teacher,30,"Self-Awareness, Self-Management, Responsible Decision-Making",SEL; behavior; school climate; Mindsets & Goals,Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
SS-CAT-0180,Committee for Children / Second Step,Second Step Middle School Digital,Tier 1 Universal,6-8,Grade 8,Lesson,Unit 2: Developing a Positive Sense of Self,Unit 2: Developing a Positive Sense of Self,8,Agency,Core Lesson,Classroom Teacher / Advisory Teacher,30,"Self-Awareness, Self-Management, Social Awareness, Relationship Skills",SEL; behavior; school climate; Developing a Positive Sense of Self,Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
SS-CAT-0181,Committee for Children / Second Step,Second Step Middle School Digital,Tier 1 Universal,6-8,Grade 8,Lesson,Unit 2: Developing a Positive Sense of Self,Unit 2: Developing a Positive Sense of Self,9,Sources of Confidence,Core Lesson,Classroom Teacher / Advisory Teacher,30,"Self-Awareness, Self-Management, Social Awareness, Relationship Skills",SEL; behavior; school climate; Developing a Positive Sense of Self,Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
SS-CAT-0182,Committee for Children / Second Step,Second Step Middle School Digital,Tier 1 Universal,6-8,Grade 8,Lesson,Unit 2: Developing a Positive Sense of Self,Unit 2: Developing a Positive Sense of Self,10,How to Build Confidence 1,Core Lesson,Classroom Teacher / Advisory Teacher,30,"Self-Awareness, Self-Management, Social Awareness, Relationship Skills",SEL; behavior; school climate; Developing a Positive Sense of Self,Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
SS-CAT-0183,Committee for Children / Second Step,Second Step Middle School Digital,Tier 1 Universal,6-8,Grade 8,Lesson,Unit 2: Developing a Positive Sense of Self,Unit 2: Developing a Positive Sense of Self,11,How to Build Confidence 2,Core Lesson,Classroom Teacher / Advisory Teacher,30,"Self-Awareness, Self-Management, Social Awareness, Relationship Skills",SEL; behavior; school climate; Developing a Positive Sense of Self,Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
SS-CAT-0184,Committee for Children / Second Step,Second Step Middle School Digital,Tier 1 Universal,6-8,Grade 8,Lesson,Unit 2: Developing a Positive Sense of Self,Unit 2: Developing a Positive Sense of Self,12,Agency and Confidence,Core Lesson,Classroom Teacher / Advisory Teacher,30,"Self-Awareness, Self-Management, Social Awareness, Relationship Skills",SEL; behavior; school climate; Developing a Positive Sense of Self,Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
SS-CAT-0185,Committee for Children / Second Step,Second Step Middle School Digital,Tier 1 Universal,6-8,Grade 8,Lesson,Unit 2: Developing a Positive Sense of Self,Unit 2: Developing a Positive Sense of Self,13,Your Confidence-Building Plan,Performance Task,Classroom Teacher / Advisory Teacher,30,"Self-Awareness, Self-Management, Social Awareness, Relationship Skills",SEL; behavior; school climate; Developing a Positive Sense of Self,Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
SS-CAT-0186,Committee for Children / Second Step,Second Step Middle School Digital,Tier 1 Universal,6-8,Grade 8,Lesson,"Unit 3: Thoughts, Emotions & Decisions","Unit 3: Thoughts, Emotions & Decisions",14,Understanding Stress and Anxiety,Core Lesson,Classroom Teacher / Advisory Teacher,30,"Self-Awareness, Self-Management, Responsible Decision-Making","SEL; behavior; school climate; Thoughts, Emotions & Decisions",Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
SS-CAT-0187,Committee for Children / Second Step,Second Step Middle School Digital,Tier 1 Universal,6-8,Grade 8,Lesson,"Unit 3: Thoughts, Emotions & Decisions","Unit 3: Thoughts, Emotions & Decisions",15,Where Does Stress Come From?,Core Lesson,Classroom Teacher / Advisory Teacher,30,"Self-Awareness, Self-Management, Responsible Decision-Making","SEL; behavior; school climate; Thoughts, Emotions & Decisions",Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
SS-CAT-0188,Committee for Children / Second Step,Second Step Middle School Digital,Tier 1 Universal,6-8,Grade 8,Lesson,"Unit 3: Thoughts, Emotions & Decisions","Unit 3: Thoughts, Emotions & Decisions",16,Can Stress Help You Grow?,Core Lesson,Classroom Teacher / Advisory Teacher,30,"Self-Awareness, Self-Management, Responsible Decision-Making","SEL; behavior; school climate; Thoughts, Emotions & Decisions",Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
SS-CAT-0189,Committee for Children / Second Step,Second Step Middle School Digital,Tier 1 Universal,6-8,Grade 8,Lesson,"Unit 3: Thoughts, Emotions & Decisions","Unit 3: Thoughts, Emotions & Decisions",17,Strategies for Managing Stress,Core Lesson,Classroom Teacher / Advisory Teacher,30,"Self-Awareness, Self-Management, Responsible Decision-Making","SEL; behavior; school climate; Thoughts, Emotions & Decisions",Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
SS-CAT-0190,Committee for Children / Second Step,Second Step Middle School Digital,Tier 1 Universal,6-8,Grade 8,Lesson,"Unit 3: Thoughts, Emotions & Decisions","Unit 3: Thoughts, Emotions & Decisions",18,Changing Strategies and,Core Lesson,Classroom Teacher / Advisory Teacher,30,"Self-Awareness, Self-Management, Responsible Decision-Making","SEL; behavior; school climate; Thoughts, Emotions & Decisions",Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
SS-CAT-0191,Committee for Children / Second Step,Second Step Middle School Digital,Tier 1 Universal,6-8,Grade 8,Lesson,"Unit 3: Thoughts, Emotions & Decisions","Unit 3: Thoughts, Emotions & Decisions",19,My Stress-Management Plan,Performance Task,Classroom Teacher / Advisory Teacher,30,"Self-Awareness, Self-Management, Responsible Decision-Making","SEL; behavior; school climate; Thoughts, Emotions & Decisions",Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
SS-CAT-0192,Committee for Children / Second Step,Second Step Middle School Digital,Tier 1 Universal,6-8,Grade 8,Lesson,Unit 4: Managing Relationships & Social Conflict,Unit 4: Managing Relationships & Social Conflict,20,My Values,Core Lesson,Classroom Teacher / Advisory Teacher,30,"Self-Awareness, Self-Management, Social Awareness, Relationship Skills, Responsible Decision-Making",SEL; behavior; school climate; Managing Relationships & Social Conflict,Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
SS-CAT-0193,Committee for Children / Second Step,Second Step Middle School Digital,Tier 1 Universal,6-8,Grade 8,Lesson,Unit 4: Managing Relationships & Social Conflict,Unit 4: Managing Relationships & Social Conflict,21,Values and Relationships,Core Lesson,Classroom Teacher / Advisory Teacher,30,"Self-Awareness, Self-Management, Social Awareness, Relationship Skills, Responsible Decision-Making",SEL; behavior; school climate; Managing Relationships & Social Conflict,Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
SS-CAT-0194,Committee for Children / Second Step,Second Step Middle School Digital,Tier 1 Universal,6-8,Grade 8,Lesson,Unit 4: Managing Relationships & Social Conflict,Unit 4: Managing Relationships & Social Conflict,22,Recognizing Others’ Perspectives,Core Lesson,Classroom Teacher / Advisory Teacher,30,"Self-Awareness, Self-Management, Social Awareness, Relationship Skills, Responsible Decision-Making",SEL; behavior; school climate; Managing Relationships & Social Conflict,Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
SS-CAT-0195,Committee for Children / Second Step,Second Step Middle School Digital,Tier 1 Universal,6-8,Grade 8,Lesson,Unit 4: Managing Relationships & Social Conflict,Unit 4: Managing Relationships & Social Conflict,23,Finding the Best Solution,Core Lesson,Classroom Teacher / Advisory Teacher,30,"Self-Awareness, Self-Management, Social Awareness, Relationship Skills, Responsible Decision-Making",SEL; behavior; school climate; Managing Relationships & Social Conflict,Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
SS-CAT-0196,Committee for Children / Second Step,Second Step Middle School Digital,Tier 1 Universal,6-8,Grade 8,Lesson,Unit 4: Managing Relationships & Social Conflict,Unit 4: Managing Relationships & Social Conflict,24,Making Things Right,Core Lesson,Classroom Teacher / Advisory Teacher,30,"Self-Awareness, Self-Management, Social Awareness, Relationship Skills, Responsible Decision-Making",SEL; behavior; school climate; Managing Relationships & Social Conflict,Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
SS-CAT-0197,Committee for Children / Second Step,Second Step Middle School Digital,Tier 1 Universal,6-8,Grade 8,Lesson,Unit 4: Managing Relationships & Social Conflict,Unit 4: Managing Relationships & Social Conflict,25,Unhealthy Relationships,Core Lesson,Classroom Teacher / Advisory Teacher,30,"Self-Awareness, Self-Management, Social Awareness, Relationship Skills, Responsible Decision-Making",SEL; behavior; school climate; Managing Relationships & Social Conflict,Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
SS-CAT-0198,Committee for Children / Second Step,Second Step Middle School Digital,Tier 1 Universal,6-8,Grade 8,Lesson,Unit 4: Managing Relationships & Social Conflict,Unit 4: Managing Relationships & Social Conflict,26,Guide to Healthy Relationships,Performance Task,Classroom Teacher / Advisory Teacher,30,"Self-Awareness, Self-Management, Social Awareness, Relationship Skills, Responsible Decision-Making",SEL; behavior; school climate; Managing Relationships & Social Conflict,Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
SS-CAT-0199,Committee for Children / Second Step,Second Step Middle School Digital,Tier 1 Universal,6-8,Grade 8,Lesson,Unit 4: Managing Relationships & Social Conflict,Unit 4: Managing Relationships & Social Conflict,27,High School Challenges,Core Lesson,Classroom Teacher / Advisory Teacher,30,"Self-Awareness, Self-Management, Social Awareness, Relationship Skills, Responsible Decision-Making",SEL; behavior; school climate; Managing Relationships & Social Conflict,Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
SS-CAT-0200,Committee for Children / Second Step,Second Step Early Learning,Tier 1 Universal,PreK,PreK,Weekly Theme,UNIT 1: Skills for Learning,UNIT 1: Skills for Learning,1,Welcoming,Weekly Theme,Early Learning Teacher,7,Developmentally aligned early learning SEL,self-regulation; empathy; emotion management; friendship skills; problem solving,Universal prevention / school readiness,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-el-scope-sequence.pdf,Five short activities across the week; catalog row only.
SS-CAT-0201,Committee for Children / Second Step,Second Step Early Learning,Tier 1 Universal,PreK,PreK,Weekly Theme,UNIT 1: Skills for Learning,UNIT 1: Skills for Learning,2,Listening,Weekly Theme,Early Learning Teacher,7,Developmentally aligned early learning SEL,self-regulation; empathy; emotion management; friendship skills; problem solving,Universal prevention / school readiness,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-el-scope-sequence.pdf,Five short activities across the week; catalog row only.
SS-CAT-0202,Committee for Children / Second Step,Second Step Early Learning,Tier 1 Universal,PreK,PreK,Weekly Theme,UNIT 1: Skills for Learning,UNIT 1: Skills for Learning,3,Focusing Attention,Weekly Theme,Early Learning Teacher,7,Developmentally aligned early learning SEL,self-regulation; empathy; emotion management; friendship skills; problem solving,Universal prevention / school readiness,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-el-scope-sequence.pdf,Five short activities across the week; catalog row only.
SS-CAT-0203,Committee for Children / Second Step,Second Step Early Learning,Tier 1 Universal,PreK,PreK,Weekly Theme,UNIT 1: Skills for Learning,UNIT 1: Skills for Learning,4,Self-Talk,Weekly Theme,Early Learning Teacher,7,Developmentally aligned early learning SEL,self-regulation; empathy; emotion management; friendship skills; problem solving,Universal prevention / school readiness,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-el-scope-sequence.pdf,Five short activities across the week; catalog row only.
SS-CAT-0204,Committee for Children / Second Step,Second Step Early Learning,Tier 1 Universal,PreK,PreK,Weekly Theme,UNIT 1: Skills for Learning,UNIT 1: Skills for Learning,5,Following Directions,Weekly Theme,Early Learning Teacher,7,Developmentally aligned early learning SEL,self-regulation; empathy; emotion management; friendship skills; problem solving,Universal prevention / school readiness,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-el-scope-sequence.pdf,Five short activities across the week; catalog row only.
SS-CAT-0205,Committee for Children / Second Step,Second Step Early Learning,Tier 1 Universal,PreK,PreK,Weekly Theme,UNIT 1: Skills for Learning,UNIT 1: Skills for Learning,6,Asking for What You Need or Want,Weekly Theme,Early Learning Teacher,7,Developmentally aligned early learning SEL,self-regulation; empathy; emotion management; friendship skills; problem solving,Universal prevention / school readiness,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-el-scope-sequence.pdf,Five short activities across the week; catalog row only.
SS-CAT-0206,Committee for Children / Second Step,Second Step Early Learning,Tier 1 Universal,PreK,PreK,Weekly Theme,UNIT 2: Empathy,UNIT 2: Empathy,7,Identifying Feelings,Weekly Theme,Early Learning Teacher,7,Developmentally aligned early learning SEL,self-regulation; empathy; emotion management; friendship skills; problem solving,Universal prevention / school readiness,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-el-scope-sequence.pdf,Five short activities across the week; catalog row only.
SS-CAT-0207,Committee for Children / Second Step,Second Step Early Learning,Tier 1 Universal,PreK,PreK,Weekly Theme,UNIT 2: Empathy,UNIT 2: Empathy,8,More Feelings,Weekly Theme,Early Learning Teacher,7,Developmentally aligned early learning SEL,self-regulation; empathy; emotion management; friendship skills; problem solving,Universal prevention / school readiness,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-el-scope-sequence.pdf,Five short activities across the week; catalog row only.
SS-CAT-0208,Committee for Children / Second Step,Second Step Early Learning,Tier 1 Universal,PreK,PreK,Weekly Theme,UNIT 2: Empathy,UNIT 2: Empathy,9,Identifying Anger,Weekly Theme,Early Learning Teacher,7,Developmentally aligned early learning SEL,self-regulation; empathy; emotion management; friendship skills; problem solving,Universal prevention / school readiness,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-el-scope-sequence.pdf,Five short activities across the week; catalog row only.
SS-CAT-0209,Committee for Children / Second Step,Second Step Early Learning,Tier 1 Universal,PreK,PreK,Weekly Theme,UNIT 2: Empathy,UNIT 2: Empathy,10,Same or Different Feelings,Weekly Theme,Early Learning Teacher,7,Developmentally aligned early learning SEL,self-regulation; empathy; emotion management; friendship skills; problem solving,Universal prevention / school readiness,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-el-scope-sequence.pdf,Five short activities across the week; catalog row only.
SS-CAT-0210,Committee for Children / Second Step,Second Step Early Learning,Tier 1 Universal,PreK,PreK,Weekly Theme,UNIT 2: Empathy,UNIT 2: Empathy,11,Accidents,Weekly Theme,Early Learning Teacher,7,Developmentally aligned early learning SEL,self-regulation; empathy; emotion management; friendship skills; problem solving,Universal prevention / school readiness,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-el-scope-sequence.pdf,Five short activities across the week; catalog row only.
SS-CAT-0211,Committee for Children / Second Step,Second Step Early Learning,Tier 1 Universal,PreK,PreK,Weekly Theme,UNIT 2: Empathy,UNIT 2: Empathy,12,Caring and Helping,Weekly Theme,Early Learning Teacher,7,Developmentally aligned early learning SEL,self-regulation; empathy; emotion management; friendship skills; problem solving,Universal prevention / school readiness,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-el-scope-sequence.pdf,Five short activities across the week; catalog row only.
SS-CAT-0212,Committee for Children / Second Step,Second Step Early Learning,Tier 1 Universal,PreK,PreK,Weekly Theme,UNIT 3: Emotion Management,UNIT 3: Emotion Management,13,We Feel Feelings in Our Bodies,Weekly Theme,Early Learning Teacher,7,Developmentally aligned early learning SEL,self-regulation; empathy; emotion management; friendship skills; problem solving,Universal prevention / school readiness,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-el-scope-sequence.pdf,Five short activities across the week; catalog row only.
SS-CAT-0213,Committee for Children / Second Step,Second Step Early Learning,Tier 1 Universal,PreK,PreK,Weekly Theme,UNIT 3: Emotion Management (CONT.),UNIT 3: Emotion Management (CONT.),14,Strong Feelings,Weekly Theme,Early Learning Teacher,7,Developmentally aligned early learning SEL,self-regulation; empathy; emotion management; friendship skills; problem solving,Universal prevention / school readiness,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-el-scope-sequence.pdf,Five short activities across the week; catalog row only.
SS-CAT-0214,Committee for Children / Second Step,Second Step Early Learning,Tier 1 Universal,PreK,PreK,Weekly Theme,UNIT 3: Emotion Management (CONT.),UNIT 3: Emotion Management (CONT.),15,Naming Feelings,Weekly Theme,Early Learning Teacher,7,Developmentally aligned early learning SEL,self-regulation; empathy; emotion management; friendship skills; problem solving,Universal prevention / school readiness,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-el-scope-sequence.pdf,Five short activities across the week; catalog row only.
SS-CAT-0215,Committee for Children / Second Step,Second Step Early Learning,Tier 1 Universal,PreK,PreK,Weekly Theme,UNIT 3: Emotion Management (CONT.),UNIT 3: Emotion Management (CONT.),16,Managing Disappointment,Weekly Theme,Early Learning Teacher,7,Developmentally aligned early learning SEL,self-regulation; empathy; emotion management; friendship skills; problem solving,Universal prevention / school readiness,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-el-scope-sequence.pdf,Five short activities across the week; catalog row only.
SS-CAT-0216,Committee for Children / Second Step,Second Step Early Learning,Tier 1 Universal,PreK,PreK,Weekly Theme,UNIT 3: Emotion Management (CONT.),UNIT 3: Emotion Management (CONT.),17,Managing Anger,Weekly Theme,Early Learning Teacher,7,Developmentally aligned early learning SEL,self-regulation; empathy; emotion management; friendship skills; problem solving,Universal prevention / school readiness,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-el-scope-sequence.pdf,Five short activities across the week; catalog row only.
SS-CAT-0217,Committee for Children / Second Step,Second Step Early Learning,Tier 1 Universal,PreK,PreK,Weekly Theme,UNIT 3: Emotion Management (CONT.),UNIT 3: Emotion Management (CONT.),18,Managing Waiting,Weekly Theme,Early Learning Teacher,7,Developmentally aligned early learning SEL,self-regulation; empathy; emotion management; friendship skills; problem solving,Universal prevention / school readiness,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-el-scope-sequence.pdf,Five short activities across the week; catalog row only.
SS-CAT-0218,Committee for Children / Second Step,Second Step Early Learning,Tier 1 Universal,PreK,PreK,Weekly Theme,UNIT 4: Friendship Skills and Problem Solving,UNIT 4: Friendship Skills and Problem Solving,19,Fair Ways to Play,Weekly Theme,Early Learning Teacher,7,Developmentally aligned early learning SEL,self-regulation; empathy; emotion management; friendship skills; problem solving,Universal prevention / school readiness,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-el-scope-sequence.pdf,Five short activities across the week; catalog row only.
